#{"t_start": 1768050674.0728588, "env_id": "None"}
r,l,t
-388.4807,67,154.225031
135.0683,60,154.31661
185.7688,59,154.409531
-285.0107,65,154.49881
-20.604,62,154.591064
-121.5926,63,154.683167
170.3902,59,154.771654
-424.1756,67,154.867265
-168.6113,64,154.965828
-515.6514,68,155.06966
-470.9237,68,155.169949
-337.1725,66,155.268295
-502.3508,68,155.373681
-418.4175,67,155.474092
-187.3311,64,155.572665
-387.9603,67,155.676048
-141.9326,63,155.773838
18.8762,61,155.864132
-264.2378,65,155.966241
-629.6278,70,156.070156
-298.9263,65,156.168555
-170.7858,64,156.268005
-391.5868,67,156.375238
0.5838,61,156.468161
-137.2684,63,156.572958
-547.8144,68,156.677234
-129.5479,63,156.783111
-388.6472,67,156.884565
89.8419,60,156.983236
-352.8682,66,157.087992
-34.1898,62,157.176927
-322.9613,66,157.274214
-140.2232,63,157.36263
15.0494,61,157.452055
185.3155,59,157.550364
-409.181,67,157.666368
-114.5565,63,157.772486
-333.9161,66,157.862234
-284.1744,65,157.967128
-242.6247,64,158.063069
-504.5954,68,158.201118
-605.9648,69,158.309816
-95.3821,63,158.403571
-272.9364,65,158.492028
-272.3788,65,158.582297
-50.0783,62,158.669491
-376.7099,67,158.766241
137.4435,59,158.85808
-68.876,63,158.968992
68.2955,60,159.052006
-17.2311,62,159.139605
-236.6779,65,159.232414
-152.3925,63,159.320019
-244.6385,65,159.412385
-49.7804,62,159.496486
-167.0811,63,159.581993
-136.6051,63,159.670243
-324.585,66,159.764297
53.7277,60,159.847686
15.6296,61,159.932191
-497.8305,68,160.021977
-303.8254,65,160.130992
68.4311,60,160.215253
-181.4139,64,160.317833
-133.432,63,160.408007
19.4129,61,160.489646
-172.3955,64,160.574878
0.037,61,160.659848
-582.0832,69,160.758146
-522.9941,68,160.85562
-68.6999,63,160.946858
-67.932,63,161.036585
11.9234,61,161.11642
-136.8245,63,161.206638
-334.7815,66,161.305547
26.214,61,161.393089
-80.7927,63,161.479523
-216.7973,64,161.568155
-193.7535,64,161.661283
-135.51,63,161.747966
-232.7731,65,161.836617
-441.9168,67,161.92496
170.6363,59,162.010242
-594.1116,69,162.106024
-124.6354,63,162.194108
19.4132,61,162.278167
80.7247,60,162.363365
-474.4972,68,162.459195
-149.4346,63,162.543511
-624.3347,70,162.642815
-323.2784,66,162.747873
-49.1439,62,162.833287
-274.1939,65,162.928224
-152.0809,63,163.021216
-175.321,64,163.124226
-423.4824,67,163.232231
64.9589,60,163.339456
-322.5918,65,163.440249
-321.6752,66,163.54159
-201.6149,64,163.64529
-2.4009,61,163.734673
-66.251,63,163.833066
-103.8044,63,163.93301
12.491,61,164.037353
-87.1836,63,164.137964
137.4438,59,164.228445
-102.1158,63,164.333682
-228.4602,64,164.437862
-174.414,64,164.528201
-168.3957,64,164.630118
-430.491,67,164.727425
-373.3191,67,164.837993
-647.9797,70,164.946073
-133.3859,63,165.037861
-252.3314,65,165.134786
26.11,61,165.227462
-189.1171,64,165.329176
-134.0787,63,165.43036
-99.7241,63,165.531326
-97.5144,63,165.628384
-0.0506,61,165.725008
119.7526,60,165.825305
-148.0745,63,165.92496
-227.0087,65,166.030223
65.1043,60,166.122153
-283.4851,65,166.227602
-287.8701,65,166.329499
-300.8749,65,166.433202
-295.0398,65,166.528996
-212.5408,64,166.623348
132.4613,60,166.72107
-187.0791,64,166.814067
-123.1902,63,166.909544
-98.3339,63,166.996608
-322.0315,66,167.082153
-142.7722,63,167.172949
-246.9042,65,167.264267
-251.9533,65,167.356343
-114.0882,63,167.43773
-134.1421,63,167.530149
-337.7865,66,167.614205
-70.1624,63,167.720001
-34.9111,62,167.813092
-139.8094,63,167.902386
-20.5478,62,167.990413
-118.7133,63,168.073582
68.3921,60,168.155101
134.7197,60,177.0451
79.9917,60,177.137702
-237.2764,65,177.22776
185.1914,59,177.325139
75.238,60,177.416076
-119.2836,63,177.510283
33.6249,61,177.594989
185.0262,59,177.683238
-120.4893,63,177.789196
220.7934,58,177.868231
34.01,61,177.967377
-36.0056,62,178.067586
-100.7723,63,178.155486
-70.1884,63,178.252292
184.9018,59,178.342062
30.9954,61,178.431309
116.7907,60,178.515231
170.088,59,178.621179
82.0865,60,178.712303
49.2788,60,178.802989
-20.2688,62,178.897752
216.3769,58,178.980266
33.4249,61,179.075441
63.5085,60,179.162032
-35.4094,62,179.246011
81.2712,60,179.33227
17.1264,61,179.422937
-31.4599,62,179.52876
38.1742,60,179.612724
225.002,57,179.703431
151.7069,59,179.798775
-148.4846,63,179.899064
-118.2399,63,179.994586
185.0018,59,180.101473
166.9746,59,180.195858
53.6532,60,180.292708
254.5574,57,180.372515
63.3994,60,180.453852
-19.2681,62,180.544574
53.8977,60,180.645997
-80.5845,63,180.75632
-46.2483,62,180.849233
63.8666,60,180.936592
334.9216,56,181.018324
116.2733,60,181.106003
-176.918,64,181.20603
-74.6668,63,181.309319
-143.0912,63,181.401751
169.2857,59,181.482583
170.6386,59,181.573316
132.6637,60,181.663625
216.2096,58,181.745365
2.8686,61,181.83332
190.5274,58,181.927222
-85.0008,63,182.016693
134.5781,60,182.108665
-30.9172,62,182.208444
-137.0693,63,182.299724
29.6356,61,182.394315
234.8215,58,182.4871
4.4133,61,182.578338
-61.8175,62,182.66768
-176.0202,64,182.770945
185.7604,59,182.861672
-125.6823,63,182.955287
169.6228,59,183.037851
132.8442,60,183.118652
120.012,60,183.207424
-18.9785,62,183.299347
120.6364,60,183.391063
-168.622,64,183.501142
151.8452,59,183.595267
217.1515,58,183.683958
-270.4646,65,183.782591
304.8527,56,183.882249
-16.1594,62,183.978801
119.7961,60,184.069433
152.0955,59,184.152526
-121.4571,63,184.237723
202.5964,58,184.328918
132.2952,60,184.417576
-66.7724,63,184.524539
269.9503,57,184.607201
-18.5024,62,184.694885
38.5194,60,184.781527
136.5287,59,184.869135
-99.3138,63,184.962626
182.6548,59,185.047737
-323.5182,66,185.136988
140.2373,59,185.225429
-120.934,63,185.319306
213.6486,58,185.407587
-136.858,63,185.498026
286.2051,57,185.583987
-218.5013,65,185.675049
68.2832,60,185.76103
282.8433,57,185.845933
219.7776,58,185.933132
185.1695,59,186.013139
-47.21,62,186.105037
-7.5387,60,186.194491
-11.899,61,186.302851
155.8037,59,186.391353
19.1057,61,186.472093
80.4359,60,186.55642
-31.528,62,186.644927
171.4383,59,186.721023
131.3394,60,186.808013
185.9156,59,186.889616
-286.2528,65,186.972285
167.3521,59,187.050043
-247.8978,65,187.138234
-322.2666,66,187.223874
35.1006,60,187.305336
-488.2031,68,187.402697
-68.5678,63,187.484831
166.5827,59,187.573971
-137.1372,63,187.659621
284.9457,57,187.755279
-90.9229,63,187.873306
169.732,59,187.962372
-287.5427,65,188.047391
84.0323,60,188.130001
-337.0174,66,188.221916
135.9025,60,188.30768
-136.4153,63,188.400088
65.3693,60,188.488102
80.1313,60,188.587698
3.4434,61,188.684878
68.7867,60,188.774158
186.1357,59,188.870098
285.126,57,188.966393
163.1359,59,189.054983
167.228,59,189.14752
34.6246,61,189.251015
82.7298,60,189.342001
82.6639,60,189.450221
334.4771,56,189.537259
15.1967,61,189.660166
232.3977,58,189.776087
-16.7429,62,189.869354
166.0724,59,189.965282
120.1231,60,190.062337
117.8965,60,190.153209
-154.9105,63,190.261788
-186.3476,64,190.367171
79.871,60,190.469105
184.3896,59,190.57408
120.8466,60,190.674815
117.9347,60,190.774972
-80.3315,63,190.873199
-40.612,62,190.968999
284.958,57,191.057426
15.9504,61,191.152682
167.4307,59,191.239779
332.57,56,191.328826
64.7329,60,191.415934
-217.0658,65,191.513069
53.7991,60,191.60811
102.4826,60,191.735829
285.2374,57,191.819037
-36.2251,62,191.921278
-140.0672,63,192.039229
-76.3304,63,192.128422
251.654,57,192.204295
267.2754,57,192.295426
-36.499,62,192.384858
14.4529,61,192.479529
63.5321,60,192.583907
18.2673,61,192.671306
235.7605,58,192.775369
170.3464,59,192.869146
-80.4595,63,192.95524
68.3415,60,193.036387
-387.6021,67,193.128126
185.8591,59,193.214328
-255.082,65,193.327273
181.7228,59,193.419086
-231.526,65,193.526411
119.5974,60,193.614376
1.1962,61,193.709947
3.7329,61,193.81724
184.6033,59,193.906875
-122.8401,63,193.998965
4.3595,61,194.085401
-269.3656,65,194.17591
-70.6542,62,194.261199
-67.8531,63,194.347121
319.7993,56,194.454211
31.7184,61,194.545446
218.0863,58,194.633935
-32.8014,62,194.71873
370.8818,55,194.796926
118.9752,60,194.879705
120.3342,60,194.962428
-97.8497,63,195.055103
65.6098,60,195.164317
169.3112,59,195.254042
-272.7055,65,195.346372
-141.0298,63,195.436949
-32.4725,62,195.522336
54.568,60,195.610961
-273.2097,65,195.710852
67.1553,60,195.801307
-17.3069,62,195.88928
201.5319,58,195.96899
53.2834,60,196.053948
-87.9606,63,196.155481
-15.4498,62,196.239607
185.2372,59,196.318429
285.8592,57,196.394109
266.0853,57,205.687765
-49.8577,62,205.774059
181.7494,59,205.8609
369.3477,55,205.951136
167.733,59,206.041943
232.3976,58,206.121073
284.6458,57,206.203147
284.3032,57,206.295046
268.8667,57,206.378876
186.2836,59,206.466314
132.2102,60,206.550255
235.9156,58,206.633148
134.2651,60,206.721194
171.5591,59,206.815374
185.1789,59,206.894873
184.2398,59,206.985026
274.6032,57,207.078796
285.0574,57,207.164847
79.7582,60,207.261028
105.8244,60,207.345925
319.9214,56,207.434631
205.0802,58,207.533176
224.5666,58,207.617425
385.8128,55,207.704249
227.6131,58,207.800174
269.9457,57,207.913689
176.4385,59,208.009711
169.6817,59,208.096947
319.9997,56,208.1739
284.9581,57,208.251913
181.6539,59,208.368943
170.3997,59,208.458075
184.3446,59,208.541185
181.5321,59,208.631053
231.8034,58,208.717103
383.8807,55,208.799713
354.3477,55,208.880955
210.334,58,208.967141
283.0446,57,209.047134
135.4669,60,209.141171
354.018,55,209.227164
171.3926,59,209.32711
384.4721,55,209.413919
132.9665,60,209.505162
181.9656,59,209.597206
270.7934,57,209.67397
384.216,55,209.759247
-34.3886,62,209.844866
369.3383,55,209.93773
234.7777,58,210.026109
285.2046,57,210.106236
220.4706,58,210.186033
166.794,59,210.272063
184.9582,59,210.35938
170.3798,59,210.443903
269.4353,57,210.526212
232.9662,58,210.602967
231.486,58,210.683753
385.8127,55,210.780133
181.3515,59,210.86844
407.3968,55,210.947928
422.3415,55,211.024874
354.3402,55,211.102797
119.6565,60,211.179445
171.559,59,211.259586
184.2987,59,211.336845
285.1261,57,211.412094
284.856,57,211.489225
231.7656,58,211.571222
284.9019,57,211.652193
219.9581,58,211.731024
231.8837,58,211.819029
285.8497,57,211.902893
319.931,56,211.981018
104.6088,60,212.060926
-14.957,62,212.151267
437.4657,55,212.223903
359.3498,55,212.301588
166.5979,59,212.384814
334.9312,56,212.467384
119.2225,60,212.551993
217.9664,58,212.629372
334.9998,56,212.717624
169.689,59,212.8179
181.598,59,212.907931
284.3114,57,212.986292
269.9502,57,213.057676
178.2041,59,213.146114
284.826,57,213.225495
215.9483,58,213.306223
184.3447,59,213.386351
334.2938,56,213.464153
116.2275,60,213.540846
135.1114,60,213.623724
385.6792,55,213.697917
437.4655,55,213.781464
68.2526,60,213.877108
285.0824,57,213.952063
185.1387,59,214.035385
33.8902,61,214.116638
286.205,57,214.188354
225.0261,58,214.261152
384.1701,55,214.341564
134.5219,60,214.42161
334.9213,56,214.497364
334.7993,56,214.569734
336.0081,56,214.646549
235.9253,58,214.726867
184.7674,59,214.803401
285.3156,57,214.887653
-69.3198,63,214.986579
186.3163,59,215.075744
384.5406,55,215.16222
134.9582,60,215.252272
234.1404,58,215.340096
17.7893,61,215.441777
334.9216,56,215.52815
185.4123,59,215.625572
184.5478,59,215.717294
370.8032,55,215.806311
231.6541,58,215.892963
235.1131,58,215.982897
131.532,60,216.072752
-30.6822,62,216.169969
155.6822,59,216.273288
164.4941,59,216.373296
270.126,57,216.464279
319.8755,56,216.557324
170.9251,59,216.647283
216.5319,58,216.725159
270.3927,57,216.817911
30.4755,61,216.907415
437.3874,55,216.996185
269.7778,57,217.078924
181.6539,59,217.175315
185.8695,59,217.278979
185.2653,59,217.373148
82.0769,60,217.469289
266.1313,57,217.561819
336.0004,56,217.647107
331.4493,56,217.736838
169.7123,59,217.833296
319.9213,56,217.928647
319.8756,56,218.022454
134.7675,60,218.117127
285.3901,57,218.196472
151.9021,59,218.296303
285.994,57,218.390135
385.8127,55,218.485565
-18.6206,62,218.589482
385.8127,55,218.668144
68.5422,60,218.764002
181.7652,59,218.869249
233.2295,58,218.961244
68.1742,60,219.040957
334.9214,56,219.118295
336.0003,56,219.196785
185.3701,59,219.283919
65.1463,60,219.374392
170.4052,59,219.453067
170.5489,59,219.540963
281.6539,57,219.619332
166.082,59,219.695811
334.3398,56,219.767303
233.0448,58,219.845183
270.2044,57,219.924032
220.0111,58,220.001288
334.4181,56,220.072879
270.0018,57,220.153409
271.0904,57,220.247531
182.7961,59,220.329906
384.5407,55,220.407946
284.6817,57,220.482822
165.9508,59,220.555511
132.7078,60,220.63288
220.1913,58,220.707925
319.4181,56,220.777077
282.9663,57,220.85191
-19.832,62,220.933388
194.7239,58,221.006144
231.723,58,221.081881
334.3986,56,221.154249
370.7573,55,221.228346
281.6635,57,221.301182
284.5593,57,221.381161
182.733,59,221.455158
235.004,58,221.5365
12.4888,61,221.614086
285.1261,57,221.692712
427.3876,55,221.766121
270.4379,57,221.8394
385.6887,55,221.916368
185.0262,59,221.996273
270.8374,57,222.069205
135.6366,60,222.153185
384.2942,55,222.227289
336.2624,56,222.299348
82.8917,60,222.384724
384.4187,55,222.457958
334.9999,56,222.534997
384.5406,55,222.611181
285.2045,57,222.686756
285.126,57,222.768211
284.8815,57,222.865797
232.9759,58,222.948116
285.004,57,223.026331
285.4247,57,223.129552
335.7233,56,223.222414
19.5144,61,223.298057
270.2043,57,223.399842
281.1312,57,223.482028
132.3721,60,223.56139
251.6541,57,223.655165
80.56,60,223.7569
370.8817,55,223.841161
269.6033,57,223.937623
331.4053,56,224.027232
235.8719,58,224.116336
437.3874,55,224.202025
369.4623,55,224.282955
182.4631,59,224.389396
284.6816,57,224.492215
317.6067,56,233.773291
246.2051,57,233.845987
359.4623,55,233.924886
275.2044,57,234.01703
260.0135,57,234.118242
269.9504,57,234.216983
246.2147,57,234.302052
370.8129,55,234.386636
113.7982,60,234.482244
209.8718,58,234.571506
309.9999,56,234.662314
321.0004,56,234.751096
369.5408,55,234.844514
369.5407,55,234.928211
296.2623,56,235.009192
354.5406,55,235.089563
309.5451,56,235.170563
359.4622,55,235.255097
270.2045,57,235.346998
374.4164,55,235.433826
256.2833,57,235.509347
209.8718,58,235.596915
321.2623,56,235.695149
255.2046,57,235.77499
255.0114,57,235.854162
374.4163,55,235.94506
422.397,55,236.040201
319.8528,56,236.138323
422.3415,55,236.227743
270.126,57,236.328968
370.813,55,236.415991
355.8127,55,236.495799
370.679,55,236.582705
271.0809,57,236.666496
417.4658,55,236.75355
369.4719,55,236.829765
407.3873,55,236.921222
422.4657,55,237.00652
384.4623,55,237.09318
285.0115,57,237.178007
360.8816,55,237.266264
422.2631,55,237.345327
397.397,55,237.441678
196.3984,58,237.537437
261.1592,57,237.639235
369.3477,55,237.728142
207.9663,58,237.821762
397.397,55,237.930686
319.6768,56,238.006831
269.8718,57,238.080527
167.8115,59,238.153176
306.2165,56,238.246225
260.2042,57,238.32398
422.4658,55,238.397745
299.7457,56,238.469051
242.8113,57,238.538602
360.8131,55,238.60577
369.5408,55,238.675067
194.9504,58,238.754363
422.4657,55,238.830522
369.5406,55,238.901323
309.9214,56,238.972205
370.679,55,239.052291
422.2631,55,239.136987
319.0397,56,239.207444
319.5429,56,239.283865
359.4623,55,239.361505
422.3875,55,239.430573
422.3873,55,239.501147
334.9213,56,239.568751
245.8698,57,239.647895
407.3873,55,239.727604
422.4658,55,239.797176
370.8032,55,239.863812
207.6088,58,239.934754
321.0005,56,240.006918
382.3971,55,240.074971
369.4164,55,240.139898
422.4657,55,240.214939
259.9407,57,240.297158
309.6212,56,240.364741
284.9405,57,240.442379
281.0865,56,240.514619
326.3409,56,240.590353
146.0808,59,240.665229
294.8755,56,240.737523
304.7971,56,240.809158
235.6234,58,240.884978
220.0239,58,240.972797
252.8113,57,241.042555
319.6673,56,241.114038
326.0178,56,241.191292
369.4623,55,241.262176
370.8128,55,241.336647
369.4622,55,241.405257
211.1592,58,241.481877
246.1594,57,241.555958
157.8114,59,241.626214
269.8261,57,241.69714
370.8033,55,241.767891
360.8817,55,241.856241
359.3935,55,241.936445
319.9215,56,242.018944
369.4164,55,242.099651
304.8754,56,242.178986
309.7971,56,242.267743
309.9213,56,242.354155
166.1312,59,242.446047
412.3416,55,242.530752
211.1592,58,242.607007
146.2051,59,242.693144
369.4623,55,242.77128
412.3873,55,242.861799
374.4623,55,242.958672
254.4986,57,243.106993
407.2631,55,243.19597
359.3381,55,243.285814
290.9545,56,243.370163
256.4384,57,243.451483
160.1006,59,243.539476
369.5408,55,243.624462
260.1262,57,243.702837
427.2632,55,243.792355
321.2623,56,243.875687
407.3874,55,243.962148
319.8754,56,244.054469
205.7915,58,244.139286
284.8718,57,244.221759
275.0238,57,244.308795
370.8816,55,244.391488
276.4671,57,244.481209
359.4165,55,244.55876
270.2046,57,244.645787
270.126,57,244.735579
260.0115,57,244.83145
156.3955,59,244.916793
369.2695,55,245.006129
311.0787,56,245.089398
136.7323,59,245.175298
355.8128,55,245.253699
407.4655,55,245.323112
321.0694,56,245.407938
334.7455,56,245.49776
204.9456,58,245.587665
117.7331,60,245.680446
360.8129,55,245.758053
412.3187,55,245.838116
369.4623,55,245.915554
326.3407,56,245.996006
427.4656,55,246.061066
321.1479,56,246.128708
304.8756,56,246.202029
384.4719,55,246.274663
290.9317,56,246.346306
219.7456,58,246.421457
370.8127,55,246.496237
304.9997,56,246.562255
344.3477,55,246.630992
422.3875,55,246.710004
422.3874,55,246.784671
321.2624,56,246.867268
259.9502,57,246.951509
422.4658,55,247.022016
306.2163,56,247.087852
207.7331,58,247.160234
422.3874,55,247.226051
259.8719,57,247.297029
422.397,55,247.364703
427.3414,55,247.437577
220.1947,58,247.511233
275.9157,57,247.594877
369.3937,55,247.693274
369.5406,55,247.774273
260.9252,57,247.867023
345.8034,55,247.939312
257.4435,57,248.010464
257.522,57,248.078644
319.9213,56,248.14542
306.01,56,248.216882
369.4163,55,248.28767
296.0099,56,248.354349
296.0005,56,248.428037
359.4623,55,248.496195
369.338,55,248.563866
412.4659,55,248.631949
269.8719,57,248.700888
244.9502,57,248.774616
392.397,55,248.846188
255.0018,57,248.918792
422.4657,55,248.986056
354.4623,55,249.059796
304.9214,56,249.135424
345.8815,55,249.207448
334.7993,56,249.274764
355.813,55,249.342226
254.8719,57,249.41616
370.8033,55,249.485875
369.3402,55,249.556196
412.3414,55,249.623746
205.0801,58,249.69263
422.3413,55,249.763975
369.4622,55,249.843549
384.4622,55,249.931056
217.4436,58,250.018217
374.4622,55,250.092873
246.467,57,250.177472
369.4622,55,250.26795
304.6768,56,250.354117
349.5408,55,250.435433
354.4163,55,250.519999
254.9502,57,250.603142
340.8032,55,250.680195
302.5283,56,250.760661
407.3414,55,250.846654
285.994,57,250.92306
334.9213,56,251.006154
269.8719,57,251.084472
140.6825,59,251.172085
412.4658,55,251.256884
311.0004,56,251.336706
181.6539,59,251.424205
332.5284,56,251.508019
369.472,55,251.582087
245.126,57,251.68236
309.9999,56,251.769226
354.4623,55,251.849553
167.9757,59,251.937951
255.1261,57,252.01694
422.3972,55,260.685534
359.338,55,260.773075
392.397,55,260.86493
402.3874,55,260.947141
321.3408,56,261.017923
412.4658,55,261.102749
412.3414,55,261.187584
324.9213,56,261.266963
422.2729,55,261.342937
412.3873,55,261.438098
422.3416,55,261.55403
397.3413,55,261.634996
422.3875,55,261.722149
422.3873,55,261.813286
422.3873,55,261.901905
369.4623,55,261.984955
384.4622,55,262.050708
397.3873,55,262.124019
422.3187,55,262.206999
422.4656,55,262.278981
402.3414,55,262.360083
412.2632,55,262.434765
427.4657,55,262.507327
422.3969,55,262.592277
407.3416,55,262.67628
422.4656,55,262.765888
422.3875,55,262.853743
412.3873,55,262.947029
422.3415,55,263.028203
422.3415,55,263.097534
412.3874,55,263.181831
422.3874,55,263.266769
407.3875,55,263.349262
382.2728,55,263.431011
427.3969,55,263.502357
407.3873,55,263.580996
422.4657,55,263.652153
412.3875,55,263.727908
369.4164,55,263.824304
345.7573,55,263.911711
354.4623,55,263.991357
422.3415,55,264.069957
412.4659,55,264.167319
309.9312,56,264.251369
412.3875,55,264.336607
422.3968,55,264.415262
384.4163,55,264.492604
374.5405,55,264.576301
402.3873,55,264.641542
369.4622,55,264.709174
422.3873,55,264.773898
422.3414,55,264.840526
437.3874,55,264.911206
422.397,55,264.978999
412.2729,55,265.05289
412.3874,55,265.122097
397.3415,55,265.192185
422.397,55,265.263082
412.4659,55,265.331219
360.7573,55,265.404764
